Year,Country / territory of asylum/residence,Origin,Population type,Value
2017,Cambodia,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Cambodia,Sri Lanka,Refugees (incl. refugee-like situations),5
2017,Cambodia,Myanmar,Refugees (incl. refugee-like situations),19
2017,Cambodia,Pakistan,Refugees (incl. refugee-like situations),5
2017,Cambodia,Sudan,Refugees (incl. refugee-like situations),*
2017,Cambodia,Somalia,Refugees (incl. refugee-like situations),*
2017,Cambodia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Cambodia,Viet Nam,Refugees (incl. refugee-like situations),32
2017,Rep. of Korea,Afghanistan,Refugees (incl. refugee-like situations),37
2017,Rep. of Korea,Angola,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Armenia,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Burundi,Refugees (incl. refugee-like situations),18
2017,Rep. of Korea,Bangladesh,Refugees (incl. refugee-like situations),98
2017,Rep. of Korea,China,Refugees (incl. refugee-like situations),39
2017,Rep. of Korea,Côte d'Ivoire,Refugees (incl. refugee-like situations),30
2017,Rep. of Korea,Cameroon,Refugees (incl. refugee-like situations),18
2017,Rep. of Korea,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),49
2017,Rep. of Korea,Congo,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Algeria,Refugees (incl. refugee-like situations),5
2017,Rep. of Korea,Egypt,Refugees (incl. refugee-like situations),19
2017,Rep. of Korea,Eritrea,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Ethiopia,Refugees (incl. refugee-like situations),130
2017,Rep. of Korea,Ghana,Refugees (incl. refugee-like situations),6
2017,Rep. of Korea,Gambia,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),48
2017,Rep. of Korea,Iraq,Refugees (incl. refugee-like situations),27
2017,Rep. of Korea,Jordan,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Kazakhstan,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Kenya,Refugees (incl. refugee-like situations),5
2017,Rep. of Korea,Kyrgyzstan,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Cambodia,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Liberia,Refugees (incl. refugee-like situations),9
2017,Rep. of Korea,Libya,Refugees (incl. refugee-like situations),5
2017,Rep. of Korea,Sri Lanka,Refugees (incl. refugee-like situations),8
2017,Rep. of Korea,Morocco,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Mexico,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Mali,Refugees (incl. refugee-like situations),6
2017,Rep. of Korea,Myanmar,Refugees (incl. refugee-like situations),292
2017,Rep. of Korea,Niger,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Nigeria,Refugees (incl. refugee-like situations),10
2017,Rep. of Korea,Nepal,Refugees (incl. refugee-like situations),5
2017,Rep. of Korea,Pakistan,Refugees (incl. refugee-like situations),86
2017,Rep. of Korea,Palestinian,Refugees (incl. refugee-like situations),5
2017,Rep. of Korea,Russian Federation,Refugees (incl. refugee-like situations),13
2017,Rep. of Korea,Rwanda,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Saudi Arabia,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Sudan,Refugees (incl. refugee-like situations),12
2017,Rep. of Korea,Somalia,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Syrian Arab Rep.,Refugees (incl. refugee-like situations),1122
2017,Rep. of Korea,Chad,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Thailand,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Tunisia,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Uganda,Refugees (incl. refugee-like situations),31
2017,Rep. of Korea,Ukraine,Refugees (incl. refugee-like situations),12
2017,Rep. of Korea,Uzbekistan,Refugees (incl. refugee-like situations),8
2017,Rep. of Korea,Stateless,Refugees (incl. refugee-like situations),*
2017,Rep. of Korea,Yemen,Refugees (incl. refugee-like situations),50
2017,Rep. of Korea,South Africa,Refugees (incl. refugee-like situations),*
2017,Kuwait,Egypt,Refugees (incl. refugee-like situations),*
2017,Kuwait,Eritrea,Refugees (incl. refugee-like situations),*
2017,Kuwait,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),9
2017,Kuwait,Iraq,Refugees (incl. refugee-like situations),328
2017,Kuwait,Lebanon,Refugees (incl. refugee-like situations),*
2017,Kuwait,Palestinian,Refugees (incl. refugee-like situations),*
2017,Kuwait,Somalia,Refugees (incl. refugee-like situations),227
2017,Kuwait,Syrian Arab Rep.,Refugees (incl. refugee-like situations),44
2017,Kuwait,Yemen,Refugees (incl. refugee-like situations),*
2017,Lebanon,Afghanistan,Refugees (incl. refugee-like situations),22
2017,Lebanon,Bahrain,Refugees (incl. refugee-like situations),27
2017,Lebanon,Cameroon,Refugees (incl. refugee-like situations),*
2017,Lebanon,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),5
2017,Lebanon,Algeria,Refugees (incl. refugee-like situations),*
2017,Lebanon,Egypt,Refugees (incl. refugee-like situations),66
2017,Lebanon,Eritrea,Refugees (incl. refugee-like situations),20
2017,Lebanon,Ethiopia,Refugees (incl. refugee-like situations),30
2017,Lebanon,Ghana,Refugees (incl. refugee-like situations),*
2017,Lebanon,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),33
2017,Lebanon,Iraq,Refugees (incl. refugee-like situations),5695
2017,Lebanon,Jordan,Refugees (incl. refugee-like situations),32
2017,Lebanon,Kenya,Refugees (incl. refugee-like situations),*
2017,Lebanon,Liberia,Refugees (incl. refugee-like situations),*
2017,Lebanon,Libya,Refugees (incl. refugee-like situations),12
2017,Lebanon,Morocco,Refugees (incl. refugee-like situations),*
2017,Lebanon,Madagascar,Refugees (incl. refugee-like situations),*
2017,Lebanon,Oman,Refugees (incl. refugee-like situations),*
2017,Lebanon,Pakistan,Refugees (incl. refugee-like situations),*
2017,Lebanon,Palestinian,Refugees (incl. refugee-like situations),*
2017,Lebanon,Qatar,Refugees (incl. refugee-like situations),*
2017,Lebanon,Saudi Arabia,Refugees (incl. refugee-like situations),10
2017,Lebanon,Sudan,Refugees (incl. refugee-like situations),705
2017,Lebanon,Somalia,Refugees (incl. refugee-like situations),19
2017,Lebanon,South Sudan,Refugees (incl. refugee-like situations),39
2017,Lebanon,Syrian Arab Rep.,Refugees (incl. refugee-like situations),992127
2017,Lebanon,Tunisia,Refugees (incl. refugee-like situations),11
2017,Lebanon,Turkey,Refugees (incl. refugee-like situations),8
2017,Lebanon,Yemen,Refugees (incl. refugee-like situations),15
2017,Liberia,Central African Rep.,Refugees (incl. refugee-like situations),*
2017,Liberia,Côte d'Ivoire,Refugees (incl. refugee-like situations),11063
2017,Liberia,Cameroon,Refugees (incl. refugee-like situations),*
2017,Liberia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),10
2017,Liberia,Algeria,Refugees (incl. refugee-like situations),*
2017,Liberia,Eritrea,Refugees (incl. refugee-like situations),*
2017,Liberia,Gambia,Refugees (incl. refugee-like situations),*
2017,Liberia,Iraq,Refugees (incl. refugee-like situations),*
2017,Liberia,Mali,Refugees (incl. refugee-like situations),19
2017,Liberia,Mauritania,Refugees (incl. refugee-like situations),*
2017,Liberia,Pakistan,Refugees (incl. refugee-like situations),*
2017,Liberia,Palestinian,Refugees (incl. refugee-like situations),*
2017,Liberia,Rwanda,Refugees (incl. refugee-like situations),*
2017,Liberia,Sudan,Refugees (incl. refugee-like situations),5
2017,Liberia,Somalia,Refugees (incl. refugee-like situations),*
2017,Liberia,South Sudan,Refugees (incl. refugee-like situations),*
2017,Liberia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2017,Liberia,Togo,Refugees (incl. refugee-like situations),5
2017,Liberia,Uganda,Refugees (incl. refugee-like situations),*
2017,Libya,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Libya,Cameroon,Refugees (incl. refugee-like situations),*
2017,Libya,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),14
2017,Libya,Algeria,Refugees (incl. refugee-like situations),*
2017,Libya,Egypt,Refugees (incl. refugee-like situations),*
2017,Libya,Eritrea,Refugees (incl. refugee-like situations),471
2017,Libya,Ethiopia,Refugees (incl. refugee-like situations),24
2017,Libya,Iraq,Refugees (incl. refugee-like situations),2459
2017,Libya,Jordan,Refugees (incl. refugee-like situations),*
2017,Libya,Liberia,Refugees (incl. refugee-like situations),22
2017,Libya,Palestinian,Refugees (incl. refugee-like situations),5303
2017,Libya,Sudan,Refugees (incl. refugee-like situations),629
2017,Libya,Somalia,Refugees (incl. refugee-like situations),143
2017,Libya,Syrian Arab Rep.,Refugees (incl. refugee-like situations),257
2017,Libya,Chad,Refugees (incl. refugee-like situations),20
2017,Saint Lucia,Sri Lanka,Refugees (incl. refugee-like situations),*
2017,Saint Lucia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2017,Liechtenstein,Afghanistan,Refugees (incl. refugee-like situations),*
2017,Liechtenstein,Argentina,Refugees (incl. refugee-like situations),*
2017,Liechtenstein,Armenia,Refugees (incl. refugee-like situations),8
2017,Liechtenstein,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),*
2017,Liechtenstein,China,Refugees (incl. refugee-like situations),27
2017,Liechtenstein,Algeria,Refugees (incl. refugee-like situations),*
2017,Liechtenstein,Eritrea,Refugees (incl. refugee-like situations),11
2017,Liechtenstein,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2017,Liechtenstein,Iraq,Refugees (incl. refugee-like situations),7
2017,Liechtenstein,Somalia,Refugees (incl. refugee-like situations),28
2017,Liechtenstein,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),36
2017,Liechtenstein,Syrian Arab Rep.,Refugees (incl. refugee-like situations),32
2017,Liechtenstein,Ukraine,Refugees (incl. refugee-like situations),5
2017,Sri Lanka,Afghanistan,Refugees (incl. refugee-like situations),133
2017,Sri Lanka,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),8
2017,Sri Lanka,Maldives,Refugees (incl. refugee-like situations),8
2017,Sri Lanka,Myanmar,Refugees (incl. refugee-like situations),35
2017,Sri Lanka,Pakistan,Refugees (incl. refugee-like situations),600
2017,Sri Lanka,Palestinian,Refugees (incl. refugee-like situations),10
2017,Sri Lanka,Somalia,Refugees (incl. refugee-like situations),*
2017,Sri Lanka,Syrian Arab Rep.,Refugees (incl. refugee-like situations),14
2017,Sri Lanka,Tunisia,Refugees (incl. refugee-like situations),*
2017,Sri Lanka,Yemen,Refugees (incl. refugee-like situations),12
2017,Lesotho,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),27
2017,Lesotho,Algeria,Refugees (incl. refugee-like situations),*
2017,Lesotho,Eritrea,Refugees (incl. refugee-like situations),5
2017,Lesotho,Ethiopia,Refugees (incl. refugee-like situations),12
2017,Lesotho,Swaziland,Refugees (incl. refugee-like situations),*
2017,Lesotho,Uganda,Refugees (incl. refugee-like situations),6
2017,Lesotho,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Lithuania,Afghanistan,Refugees (incl. refugee-like situations),212
2017,Lithuania,Armenia,Refugees (incl. refugee-like situations),*
2017,Lithuania,Azerbaijan,Refugees (incl. refugee-like situations),12
2017,Lithuania,Belarus,Refugees (incl. refugee-like situations),35
2017,Lithuania,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Lithuania,Cameroon,Refugees (incl. refugee-like situations),5
2017,Lithuania,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,Lithuania,Cuba,Refugees (incl. refugee-like situations),*
2017,Lithuania,Egypt,Refugees (incl. refugee-like situations),*
2017,Lithuania,Eritrea,Refugees (incl. refugee-like situations),38
2017,Lithuania,Ethiopia,Refugees (incl. refugee-like situations),*
2017,Lithuania,Georgia,Refugees (incl. refugee-like situations),*
2017,Lithuania,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6
2017,Lithuania,Iraq,Refugees (incl. refugee-like situations),57
2017,Lithuania,Israel,Refugees (incl. refugee-like situations),*
2017,Lithuania,Kazakhstan,Refugees (incl. refugee-like situations),*
2017,Lithuania,Sri Lanka,Refugees (incl. refugee-like situations),10
2017,Lithuania,Nigeria,Refugees (incl. refugee-like situations),5
2017,Lithuania,Pakistan,Refugees (incl. refugee-like situations),5
2017,Lithuania,Russian Federation,Refugees (incl. refugee-like situations),636
2017,Lithuania,Somalia,Refugees (incl. refugee-like situations),22
2017,Lithuania,Syrian Arab Rep.,Refugees (incl. refugee-like situations),362
2017,Lithuania,Togo,Refugees (incl. refugee-like situations),*
2017,Lithuania,Tajikistan,Refugees (incl. refugee-like situations),24
2017,Lithuania,Turkey,Refugees (incl. refugee-like situations),14
2017,Lithuania,Ukraine,Refugees (incl. refugee-like situations),63
2017,Lithuania,Uzbekistan,Refugees (incl. refugee-like situations),16
2017,Lithuania,Viet Nam,Refugees (incl. refugee-like situations),*
2017,Lithuania,Stateless,Refugees (incl. refugee-like situations),35
2017,Lithuania,Yemen,Refugees (incl. refugee-like situations),*
2017,Lithuania,Zimbabwe,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Afghanistan,Refugees (incl. refugee-like situations),43
2017,Luxembourg,Angola,Refugees (incl. refugee-like situations),15
2017,Luxembourg,Albania,Refugees (incl. refugee-like situations),82
2017,Luxembourg,Armenia,Refugees (incl. refugee-like situations),6
2017,Luxembourg,Azerbaijan,Refugees (incl. refugee-like situations),15
2017,Luxembourg,Burundi,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Burkina Faso,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Bangladesh,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),7
2017,Luxembourg,Belarus,Refugees (incl. refugee-like situations),7
2017,Luxembourg,Bhutan,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Central African Rep.,Refugees (incl. refugee-like situations),*
2017,Luxembourg,China,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Côte d'Ivoire,Refugees (incl. refugee-like situations),6
2017,Luxembourg,Cameroon,Refugees (incl. refugee-like situations),12
2017,Luxembourg,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),38
2017,Luxembourg,Congo,Refugees (incl. refugee-like situations),5
2017,Luxembourg,Costa Rica,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Algeria,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Egypt,Refugees (incl. refugee-like situations),5
2017,Luxembourg,Eritrea,Refugees (incl. refugee-like situations),79
2017,Luxembourg,Ethiopia,Refugees (incl. refugee-like situations),43
2017,Luxembourg,Gabon,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Guinea,Refugees (incl. refugee-like situations),10
2017,Luxembourg,Gambia,Refugees (incl. refugee-like situations),6
2017,Luxembourg,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),148
2017,Luxembourg,Iraq,Refugees (incl. refugee-like situations),280
2017,Luxembourg,Kazakhstan,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Lebanon,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Libya,Refugees (incl. refugee-like situations),5
2017,Luxembourg,Sri Lanka,Refugees (incl. refugee-like situations),5
2017,Luxembourg,Morocco,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Mexico,Refugees (incl. refugee-like situations),5
2017,Luxembourg,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Mali,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Montenegro,Refugees (incl. refugee-like situations),18
2017,Luxembourg,Mongolia,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Mauritania,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Nigeria,Refugees (incl. refugee-like situations),10
2017,Luxembourg,Pakistan,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Peru,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),12
2017,Luxembourg,Russian Federation,Refugees (incl. refugee-like situations),33
2017,Luxembourg,Rwanda,Refugees (incl. refugee-like situations),19
2017,Luxembourg,Sudan,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Senegal,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Somalia,Refugees (incl. refugee-like situations),44
2017,Luxembourg,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),265
2017,Luxembourg,Syrian Arab Rep.,Refugees (incl. refugee-like situations),686
2017,Luxembourg,Chad,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Togo,Refugees (incl. refugee-like situations),5
2017,Luxembourg,Tajikistan,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Turkmenistan,Refugees (incl. refugee-like situations),5
2017,Luxembourg,Tunisia,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Turkey,Refugees (incl. refugee-like situations),24
2017,Luxembourg,United Rep. of Tanzania,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Uganda,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Ukraine,Refugees (incl. refugee-like situations),6
2017,Luxembourg,Uruguay,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Uzbekistan,Refugees (incl. refugee-like situations),*
2017,Luxembourg,Stateless,Refugees (incl. refugee-like situations),46
2017,Latvia,Afghanistan,Refugees (incl. refugee-like situations),58
2017,Latvia,Azerbaijan,Refugees (incl. refugee-like situations),6
2017,Latvia,Belarus,Refugees (incl. refugee-like situations),7
2017,Latvia,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Latvia,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,Latvia,Colombia,Refugees (incl. refugee-like situations),*
2017,Latvia,Cuba,Refugees (incl. refugee-like situations),*
2017,Latvia,Egypt,Refugees (incl. refugee-like situations),5
2017,Latvia,Eritrea,Refugees (incl. refugee-like situations),30
2017,Latvia,Ghana,Refugees (incl. refugee-like situations),*
2017,Latvia,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),23
2017,Latvia,Iraq,Refugees (incl. refugee-like situations),34
2017,Latvia,Kazakhstan,Refugees (incl. refugee-like situations),5
2017,Latvia,Kenya,Refugees (incl. refugee-like situations),*
2017,Latvia,Kyrgyzstan,Refugees (incl. refugee-like situations),10
2017,Latvia,Lebanon,Refugees (incl. refugee-like situations),*
2017,Latvia,Sri Lanka,Refugees (incl. refugee-like situations),*
2017,Latvia,Nigeria,Refugees (incl. refugee-like situations),*
2017,Latvia,Pakistan,Refugees (incl. refugee-like situations),*
2017,Latvia,Palestinian,Refugees (incl. refugee-like situations),5
2017,Latvia,Russian Federation,Refugees (incl. refugee-like situations),24
2017,Latvia,Sudan,Refugees (incl. refugee-like situations),*
2017,Latvia,Somalia,Refugees (incl. refugee-like situations),7
2017,Latvia,Syrian Arab Rep.,Refugees (incl. refugee-like situations),393
2017,Latvia,Tajikistan,Refugees (incl. refugee-like situations),5
2017,Latvia,Turkey,Refugees (incl. refugee-like situations),14
2017,Latvia,Ukraine,Refugees (incl. refugee-like situations),*
2017,Latvia,Uzbekistan,Refugees (incl. refugee-like situations),12
2017,Morocco,Afghanistan,Refugees (incl. refugee-like situations),*
2017,Morocco,Angola,Refugees (incl. refugee-like situations),*
2017,Morocco,Azerbaijan,Refugees (incl. refugee-like situations),*
2017,Morocco,Burundi,Refugees (incl. refugee-like situations),*
2017,Morocco,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),*
2017,Morocco,Central African Rep.,Refugees (incl. refugee-like situations),243
2017,Morocco,China,Refugees (incl. refugee-like situations),*
2017,Morocco,Côte d'Ivoire,Refugees (incl. refugee-like situations),311
2017,Morocco,Cameroon,Refugees (incl. refugee-like situations),79
2017,Morocco,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),178
2017,Morocco,Congo,Refugees (incl. refugee-like situations),16
2017,Morocco,Algeria,Refugees (incl. refugee-like situations),5
2017,Morocco,Egypt,Refugees (incl. refugee-like situations),*
2017,Morocco,Eritrea,Refugees (incl. refugee-like situations),*
2017,Morocco,Ghana,Refugees (incl. refugee-like situations),*
2017,Morocco,Guinea,Refugees (incl. refugee-like situations),31
2017,Morocco,Gambia,Refugees (incl. refugee-like situations),*
2017,Morocco,Equatorial Guinea,Refugees (incl. refugee-like situations),*
2017,Morocco,Iraq,Refugees (incl. refugee-like situations),150
2017,Morocco,Lebanon,Refugees (incl. refugee-like situations),*
2017,Morocco,Liberia,Refugees (incl. refugee-like situations),*
2017,Morocco,Libya,Refugees (incl. refugee-like situations),32
2017,Morocco,Mali,Refugees (incl. refugee-like situations),16
2017,Morocco,Mauritania,Refugees (incl. refugee-like situations),*
2017,Morocco,Niger,Refugees (incl. refugee-like situations),*
2017,Morocco,Nigeria,Refugees (incl. refugee-like situations),9
2017,Morocco,Pakistan,Refugees (incl. refugee-like situations),5
2017,Morocco,Palestinian,Refugees (incl. refugee-like situations),71
2017,Morocco,Sudan,Refugees (incl. refugee-like situations),5
2017,Morocco,Senegal,Refugees (incl. refugee-like situations),57
2017,Morocco,Somalia,Refugees (incl. refugee-like situations),*
2017,Morocco,South Sudan,Refugees (incl. refugee-like situations),*
2017,Morocco,Syrian Arab Rep.,Refugees (incl. refugee-like situations),2953
2017,Morocco,Chad,Refugees (incl. refugee-like situations),*
2017,Morocco,Togo,Refugees (incl. refugee-like situations),*
2017,Morocco,Tunisia,Refugees (incl. refugee-like situations),*
2017,Morocco,Yemen,Refugees (incl. refugee-like situations),517
2017,Monaco,Various/Unknown,Refugees (incl. refugee-like situations),25
2017,Rep. of Moldova,Afghanistan,Refugees (incl. refugee-like situations),18
2017,Rep. of Moldova,Angola,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Armenia,Refugees (incl. refugee-like situations),19
2017,Rep. of Moldova,Azerbaijan,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Belarus,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Egypt,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Georgia,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,India,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Iraq,Refugees (incl. refugee-like situations),24
2017,Rep. of Moldova,Jordan,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Kyrgyzstan,Refugees (incl. refugee-like situations),11
2017,Rep. of Moldova,Liberia,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Libya,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Nigeria,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Nepal,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Pakistan,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Palestinian,Refugees (incl. refugee-like situations),5
2017,Rep. of Moldova,Russian Federation,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Sudan,Refugees (incl. refugee-like situations),9
2017,Rep. of Moldova,Syrian Arab Rep.,Refugees (incl. refugee-like situations),204
2017,Rep. of Moldova,Tajikistan,Refugees (incl. refugee-like situations),7
2017,Rep. of Moldova,Turkmenistan,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Turkey,Refugees (incl. refugee-like situations),*
2017,Rep. of Moldova,Ukraine,Refugees (incl. refugee-like situations),60
2017,Rep. of Moldova,Uzbekistan,Refugees (incl. refugee-like situations),9
2017,Rep. of Moldova,Yemen,Refugees (incl. refugee-like situations),5
2017,Madagascar,Afghanistan,Refugees (incl. refugee-like situations),*
2017,Madagascar,Burundi,Refugees (incl. refugee-like situations),*
2017,Madagascar,Central African Rep.,Refugees (incl. refugee-like situations),*
2017,Madagascar,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),*
2017,Madagascar,Pakistan,Refugees (incl. refugee-like situations),12
2017,Madagascar,Palestinian,Refugees (incl. refugee-like situations),*
2017,Madagascar,Yemen,Refugees (incl. refugee-like situations),22
2017,Mexico,Afghanistan,Refugees (incl. refugee-like situations),*
2017,Mexico,Angola,Refugees (incl. refugee-like situations),*
2017,Mexico,Albania,Refugees (incl. refugee-like situations),8
2017,Mexico,Argentina,Refugees (incl. refugee-like situations),*
2017,Mexico,Burundi,Refugees (incl. refugee-like situations),*
2017,Mexico,Bangladesh,Refugees (incl. refugee-like situations),*
2017,Mexico,Belize,Refugees (incl. refugee-like situations),*
2017,Mexico,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),*
2017,Mexico,Brazil,Refugees (incl. refugee-like situations),*
2017,Mexico,Chile,Refugees (incl. refugee-like situations),*
2017,Mexico,China,Refugees (incl. refugee-like situations),5
2017,Mexico,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2017,Mexico,Cameroon,Refugees (incl. refugee-like situations),18
2017,Mexico,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),68
2017,Mexico,Congo,Refugees (incl. refugee-like situations),19
2017,Mexico,Colombia,Refugees (incl. refugee-like situations),284
2017,Mexico,Cuba,Refugees (incl. refugee-like situations),69
2017,Mexico,Dominican Rep.,Refugees (incl. refugee-like situations),9
2017,Mexico,Algeria,Refugees (incl. refugee-like situations),*
2017,Mexico,Ecuador,Refugees (incl. refugee-like situations),*
2017,Mexico,Egypt,Refugees (incl. refugee-like situations),*
2017,Mexico,Eritrea,Refugees (incl. refugee-like situations),7
2017,Mexico,Ethiopia,Refugees (incl. refugee-like situations),7
2017,Mexico,Ghana,Refugees (incl. refugee-like situations),7
2017,Mexico,Guinea,Refugees (incl. refugee-like situations),*
2017,Mexico,Guatemala,Refugees (incl. refugee-like situations),627
2017,Mexico,Honduras,Refugees (incl. refugee-like situations),2895
2017,Mexico,Haiti,Refugees (incl. refugee-like situations),179
2017,Mexico,Indonesia,Refugees (incl. refugee-like situations),*
2017,Mexico,India,Refugees (incl. refugee-like situations),11
2017,Mexico,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),36
2017,Mexico,Iraq,Refugees (incl. refugee-like situations),42
2017,Mexico,Jamaica,Refugees (incl. refugee-like situations),*
2017,Mexico,Jordan,Refugees (incl. refugee-like situations),*
2017,Mexico,Lebanon,Refugees (incl. refugee-like situations),*
2017,Mexico,Libya,Refugees (incl. refugee-like situations),*
2017,Mexico,Sri Lanka,Refugees (incl. refugee-like situations),19
2017,Mexico,Morocco,Refugees (incl. refugee-like situations),*
2017,Mexico,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2017,Mexico,Nigeria,Refugees (incl. refugee-like situations),25
2017,Mexico,Nicaragua,Refugees (incl. refugee-like situations),28
2017,Mexico,Pakistan,Refugees (incl. refugee-like situations),7
2017,Mexico,Panama,Refugees (incl. refugee-like situations),*
2017,Mexico,Peru,Refugees (incl. refugee-like situations),11
2017,Mexico,Palestinian,Refugees (incl. refugee-like situations),*
2017,Mexico,Romania,Refugees (incl. refugee-like situations),7
2017,Mexico,Russian Federation,Refugees (incl. refugee-like situations),19
2017,Mexico,Rwanda,Refugees (incl. refugee-like situations),*
2017,Mexico,Sierra Leone,Refugees (incl. refugee-like situations),*
2017,Mexico,El Salvador,Refugees (incl. refugee-like situations),3332
2017,Mexico,Somalia,Refugees (incl. refugee-like situations),*
